,time (JST),latitude [deg],longitude [deg],GPS quality,SOG [knot],COG [deg],psi (raw) [deg],psi (original) [deg],r [deg/m],t (original) [s],p_x (original) [m],p_y (original) [m],COG [rad],psi (original) [rad],r [deg/s],r [rad/s],U [m/s],beta [rad],beta [deg],u [m/s],vm [m/s],code,t [s],p_x [m],p_y [m],psi [rad],psi [deg]
1,14:16:01,34.917889,136.76788633,1,9.587,28.87,30.0,30.0,0.5,0.0,-13116.64146959994,-8796.202185433915,0.503876555050763,0.5235987755982988,0.0083333333333333,0.0001454441043328,4.931978888888889,0.0197222205475358,1.1299999999999932,4.931019733970251,-0.097263269745753,109.0,0.0,0.0,0.0,0.0,0.0
2,14:16:02,34.91792917,136.7679125,1,9.688,28.84,30.0,30.0,0.6,1.0,-13112.177779200125,-8793.817257034145,0.5033529562751646,0.5235987755982988,0.01,0.0001745329251994,4.983937777777777,0.0202458193231341,1.159999999999998,4.982916371565119,-0.1008970106039039,109.0,1.0,5.058133480752813,-0.16643661949964894,0.0,0.0
3,14:16:03,34.917969,136.76793867,1,9.636,28.75,30.0,30.0,0.8,2.0,-13107.751869600284,-8791.432348028547,0.5017821599483697,0.5235987755982988,0.0133333333333333,0.0002327105669325,4.957186666666667,0.021816615649929,1.249999999999999,4.956006990480165,-0.1081404572281924,109.0,2.0,10.083538131866746,-0.31399963485827254,0.0,0.0
4,14:16:04,34.91800867,136.76796433,1,9.673,28.62,30.0,30.0,0.9,3.0,-13103.343739200322,-8789.093884133876,0.4995132319207771,0.5235987755982988,0.015,0.0002617993877991,4.976221111111111,0.0240855436775216,1.3799999999999968,4.9747777945776805,-0.1198434030087929,109.0,3.0,15.070322988764918,-0.49289569622120677,0.0,0.0
5,14:16:05,34.91804817,136.76799017,1,9.616,28.6,30.0,30.0,0.9,4.0,-13098.954499200348,-8786.73904152708,0.4991641660703783,0.5235987755982988,0.015,0.0002617993877991,4.946897777777777,0.0244346095279205,1.399999999999996,4.945421078239668,-0.1208634878096302,109.0,4.0,20.048937635446215,-0.6481621768089028,0.0,0.0
6,14:16:06,34.9180865,136.76801617,1,9.539,28.69,30.0,30.0,0.8,5.0,-13094.695269600086,-8784.369694782941,0.5007349623971732,0.5235987755982988,0.0133333333333333,0.0002327105669325,4.907285555555555,0.0228638132011256,1.309999999999995,4.906002959966486,-0.1121894850878165,109.0,5.0,24.922212041893395,-0.7258625061417039,0.0,0.0
7,14:16:07,34.91812483,136.7680425,1,9.583,28.7,30.0,30.0,0.7,6.0,-13090.4360400006,-8781.97030274899,0.5009094953223726,0.5235987755982988,0.0116666666666666,0.000203621746066,4.929921111111112,0.0226892802759262,1.2999999999999954,4.928652195377279,-0.1118467647352743,109.0,6.0,29.810509092573835,-0.7775428508450464,0.0,0.0
8,14:16:08,34.91816017,136.76806967,2,9.663,28.86,30.0,30.0,0.8,7.0,-13086.509059200189,-8779.49459022439,0.5037020221255635,0.5235987755982988,0.0133333333333333,0.0002327105669325,4.971076666666667,0.0198967534727353,1.139999999999999,4.970092722226966,-0.098901761077969,109.0,7.0,34.44923048820413,-0.5970033122803908,0.0,0.0
9,14:16:09,34.91819517,136.76809683,2,9.615,28.88,30.0,30.0,1.0,8.0,-13082.619859200537,-8777.019807461105,0.5040510879759623,0.5235987755982988,0.0166666666666666,0.0002908882086657,4.946383333333333,0.0195476876223364,1.1200000000000003,4.945438326985303,-0.096684198618937,109.0,8.0,39.054767869944094,-0.3983785702534135,0.0,0.0
10,14:16:10,34.918229,136.76812533,2,9.467,28.91,30.0,30.0,0.8,9.0,-13078.860669600585,-8774.423081862085,0.5045746867515607,0.5235987755982988,0.0133333333333333,0.0002327105669325,4.870245555555556,0.0190240888467381,1.089999999999996,4.869364272346052,-0.0926463955502079,59.0,9.0,43.60868436065488,-0.02914303482087277,0.0,0.0
