,time (JST),latitude [deg],longitude [deg],GPS quality,SOG [knot],COG [deg],psi (raw) [deg],psi (original) [deg],r [deg/m],t (original) [s],p_x (original) [m],p_y (original) [m],COG [rad],psi (original) [rad],r [deg/s],r [rad/s],U [m/s],beta [rad],beta [deg],u [m/s],vm [m/s],code,t [s],p_x [m],p_y [m],psi [rad],psi [deg]
1,07:07:20,34.9711294,136.71679331,2,10.79,329.87,59.294,-30.706,-0.1,0.0,-2291.422187999628,4630.83064506673,5.757317603553695,-0.5359208001173789,-0.0016666666666666,-2.908882086657216e-05,5.550855555555555,-0.0100530964914866,-0.5759999999999603,5.550575060006002,0.0558023465575298,81.0,0.0,0.0,0.0,0.0,0.0
2,07:07:21,34.97117251,136.71676249,2,10.79,329.72,59.286,-30.714,-0.1,1.0,-2286.631804799626,4628.023425787745,5.754699609675704,-0.5360604264575384,-0.0016666666666666,-2.908882086657216e-05,5.550855555555555,-0.0075747289536562,-0.4340000000000505,5.550696311933109,0.0420458242177022,81.0,1.0,5.552224427002919,0.03248377069735442,-0.00013962634015951547,-0.00799999999999823
3,07:07:22,34.97121556,136.7167316,2,10.79,329.6,59.292,-30.708,0.2,2.0,-2281.8480888001764,4625.209836540851,5.75260521457331,-0.5359557067024187,0.0033333333333333,5.817764173314432e-05,5.550855555555555,-0.0053756140961424,-0.3079999999999974,5.550775353582421,0.0298391136583377,81.0,2.0,11.101969118511425,0.0560861582682719,-3.49065850397956e-05,-0.0019999999999947868
4,07:07:23,34.97125855,136.71670059,2,10.79,329.48,59.293,-30.707,0.2,3.0,-2277.071039999699,4622.385325096679,5.750510819470917,-0.5359382534098988,0.0033333333333333,5.817764173314432e-05,5.550855555555555,-0.0032637657012297,-0.1870000000000201,5.550825991262855,0.0181166598110498,81.0,3.0,16.651558594235567,0.06689316215605601,-1.74532925198978e-05,-0.0009999999999973934
5,07:07:24,34.97130151,136.71666938,2,10.79,329.34,59.294,-30.706,0.1,4.0,-2272.2973247994973,4619.542607036779,5.748067358518124,-0.5359208001173789,0.0016666666666666,2.908882086657216e-05,5.550855555555555,-0.0008028514559163,-0.0459999999999423,5.550853766596891,0.0044565119856033,81.0,4.0,22.207578742488728,0.06034389346471691,0.0,0.0
6,07:07:25,34.97134443,136.71663803,2,10.8,329.22,59.303,-30.697,0.2,5.0,-2267.528054399664,4616.687145337246,5.745972963415732,-0.5357637204846993,0.0033333333333333,5.817764173314432e-05,5.556000000000001,0.0014486232791546,0.082999999999963,5.555994170341894,-0.0080485481239902,81.0,5.0,27.766284579115695,0.040567997107839204,0.0001570796326795243,0.009000000000001984
7,07:07:26,34.97138731,136.71660665,2,10.8,329.14,59.319,-30.681,0.4,6.0,-2262.763228800198,4613.8289549118335,5.744576700014136,-0.5354844678043803,0.0066666666666666,0.0001163552834662,5.556000000000001,0.0031241393610701,0.1790000000000182,5.55597288605659,-0.017357690054184,81.0,6.0,33.32256215907677,0.016176283944735914,0.00043633231299855524,0.024999999999998444
8,07:07:27,34.97143018,136.71657528,2,10.8,329.08,59.345,-30.655,0.7,7.0,-2257.9995144000345,4610.971676716471,5.743529502462939,-0.5350306821988617,0.0116666666666666,0.000203621746066,5.556000000000001,0.0046251225177853,0.265000000000023,5.555940573801367,-0.0256970890909337,81.0,7.0,38.87741851647793,-0.007998509901256057,0.0008901179185171193,0.05100000000000064
9,07:07:28,34.97147309,136.71654397,2,10.8,329.09,59.36,-30.64,0.7,8.0,-2253.231355199503,4608.119861568229,5.743704035388139,-0.5347688828110626,0.0116666666666666,0.000203621746066,5.556000000000001,0.0047123889803855,0.2700000000000481,5.555938310151852,-0.0261819362727634,81.0,8.0,44.43330689600079,-0.025206520810076682,0.0011519173063162524,0.06599999999999971
10,07:07:29,34.97151604,136.71651279,2,10.79,329.13,59.378,-30.622,0.7,9.0,-2248.4587512001835,4605.279882579961,5.7444021670889365,-0.5344547235457036,0.0116666666666666,0.000203621746066,5.550855555555555,0.0043284165449464,0.2480000000000291,5.550803557470582,-0.0240263400021039,81.0,9.0,49.98697297481439,-0.029968154785780854,0.001466076571675301,0.08400000000000368
11,07:07:30,34.97155908,136.71648173,2,10.8,329.2,59.395,-30.605,0.7,10.0,-2243.676146400036,4602.450827902616,5.745623897565332,-0.5341580175728645,0.0116666666666666,0.000203621746066,5.556000000000001,0.0034033920413894,0.1950000000000273,5.555967822242078,-0.0189092096774371,81.0,10.0,55.54365941700103,-0.02023034079151742,0.0017627825445143408,0.10100000000000389
